Date,Open,High,Low,Close,Volume,Adjusted
2020/1/2,28.2999992370605,28.7133331298828,28.1140003204346,28.6840000152588,142981500,28.6840000152588
2020/1/3,29.3666667938232,30.2666664123535,29.1280002593994,29.5340003967285,266677500,29.5340003967285
2020/1/6,29.3646678924561,30.1040000915527,29.3333320617676,30.1026668548584,151995000,30.1026668548584
2020/1/7,30.7600002288818,31.4419994354248,30.2240009307861,31.2706661224365,268231500,31.2706661224365
2020/1/8,31.5799999237061,33.232666015625,31.2153339385986,32.8093338012695,467164500,32.8093338012695
2020/1/9,33.1399993896484,33.2533340454102,31.5246677398682,32.0893325805664,426606000,32.0893325805664
2020/1/10,32.1193313598633,32.3293342590332,31.5799999237061,31.8766670227051,194392500,31.8766670227051
2020/1/13,32.9000015258789,35.0419998168945,32.7999992370605,34.990665435791,397764000,34.990665435791
2020/1/14,36.2840003967285,36.4939994812012,34.9933319091797,35.8613319396973,434943000,35.8613319396973
2020/1/15,35.3173332214355,35.8559989929199,34.4526672363281,34.5666656494141,260532000,34.5666656494141
2020/1/16,32.9166679382324,34.2973327636719,32.8113327026367,34.232666015625,326050500,34.232666015625
2020/1/17,33.8406677246094,34.3779983520508,33.5439987182617,34.033332824707,204436500,34.033332824707
2020/1/21,35.3499984741211,36.5719985961914,35.2273330688477,36.4799995422363,267052500,36.4799995422363
2020/1/22,38.1259994506836,39.6333312988281,37.2733345031738,37.9706687927246,470535000,37.9706687927246
2020/1/23,37.6166687011719,38.7999992370605,37.0400009155273,38.1466674804688,294765000,38.1466674804688
2020/1/24,38.0419998168945,38.2573318481445,36.9506683349609,37.6546669006348,215304000,37.6546669006348
2020/1/27,36.1326675415039,37.6293334960938,35.9519996643066,37.2013320922852,204121500,37.2013320922852
2020/1/28,37.8993339538574,38.4539985656738,37.2053337097168,37.7933311462402,176827500,37.7933311462402
2020/1/29,38.3793334960938,39.3199996948242,37.8286666870117,38.732666015625,267022500,38.732666015625
2020/1/30,42.1613311767578,43.3919982910156,41.2000007629395,42.7206687927246,435085500,42.7206687927246
2020/1/31,42.6666679382324,43.533332824707,42.1679992675781,43.3713340759277,235789500,43.3713340759277
2020/2/3,44.9126663208008,52.4093322753906,44.9013328552246,52,705975000,52
2020/2/4,58.8639984130859,64.5993347167969,55.5919990539551,59.1373329162598,914082000,59.1373329162598
2020/2/5,54.8839988708496,56.3986663818359,46.9406661987305,48.9799995422363,726357000,48.9799995422363
2020/2/6,46.6613311767578,53.0553321838379,45.7999992370605,49.9306678771973,598212000,49.9306678771973
2020/2/7,48.7033348083496,51.3166656494141,48.6666679382324,49.8713340759277,255952500,49.8713340759277
2020/2/10,53.3333320617676,54.6660003662109,50.1599998474121,51.4186668395996,370338000,51.4186668395996
2020/2/11,51.2526664733887,52.234001159668,50.533332824707,51.6253318786621,175462500,51.6253318786621
2020/2/12,51.8580017089844,52.6500015258789,50.8913345336914,51.1526679992676,180337500,51.1526679992676
2020/2/13,49.4560012817383,54.533332824707,49,53.5999984741211,394339500,53.5999984741211
2020/2/14,52.4813346862793,54.1980018615723,52.3666687011719,53.335334777832,235405500,53.335334777832
2020/2/18,56.1066665649414,57.3333320617676,55.490665435791,57.2266654968262,245725500,57.2266654968262
2020/2/19,61.5666656494141,62.9853324890137,60.068000793457,61.1613311767578,381345000,61.1613311767578
2020/2/20,60.7966651916504,60.7999992370605,57.3293342590332,59.9606666564941,264523500,59.9606666564941
2020/2/21,60.46533203,60.8706665039062,58.6966667175293,60.0666656494141,214722000,60.0666656494141
2020/2/24,55.9333343505859,57.5666656494141,54.8133316040039,55.5859985351562,227883000,55.5859985351562
2020/2/25,56.5999984741211,57.1066665649414,52.466667175293,53.3273315429688,259357500,53.3273315429688
2020/2/26,52.1666679382324,54.2206687927246,51.740665435791,51.9199981689453,211282500,51.9199981689453
2020/2/27,48.6666679382324,49.318000793457,44.5999984741211,45.2666664123535,364158000,45.2666664123535
2020/2/28,41.9799995422363,46.03466797,40.7680015563965,44.5326652526855,363343500,44.5326652526855
2020/3/2,47.4173316955566,49.5793342590332,45.7779998779297,49.5746688842773,302925000,49.5746688842773
2020/3/3,53.6666679382324,53.7986679077148,47.740665435791,49.7006683349609,386760000,49.7006683349609
2020/3/4,50.9306678771973,51.1013336181641,48.3153343200684,49.966667175293,225735000,49.966667175293
2020/3/5,48.2513313293457,49.716667175293,47.8713340759277,48.3026657104492,162790500,48.3026657104492
2020/3/6,46,47.1333312988281,45.6180000305176,46.8986663818359,189943500,46.8986663818359
2020/3/9,40.3593330383301,44.2000007629395,40.3333320617676,40.533332824707,256105500,40.533332824707
2020/3/10,43.9620018005371,44.533332824707,40.533332824707,43.0219993591309,233916000,43.0219993591309
2020/3/11,42.6800003051758,43.5719985961914,40.8666687011719,42.2820014953613,199837500,42.2820014953613
2020/3/12,38.726001739502,39.6333312988281,36.4166679382324,37.3699989318848,283636500,37.3699989318848
2020/3/13,39.6666679382324,40.5046653747559,33.466667175293,36.441333770752,339604500,36.441333770752
2020/3/16,31.2999992370605,32.9913330078125,29.4780006408691,29.6713333129883,307342500,29.6713333129883
2020/3/17,29.3339996337891,31.4566669464111,26.3999996185303,28.6800003051758,359919000,28.6800003051758
2020/3/18,25.9333324432373,26.9906673431396,23.3673324584961,24.0813331604004,356793000,24.0813331604004
2020/3/19,24.9799995422363,30.1333332061768,23.8973331451416,28.5093326568604,452932500,28.5093326568604
